dislserver: server starting
disl: excluding method: java/lang/Throwable.addSuppressed((Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/Throwable.getSuppressed(()[Ljava/lang/Throwable;)
disl: excluding method: java/lang/Throwable.<clinit>(()V)
disl: excluding method: java/lang/Error.<init>(()V)
disl: excluding method: java/lang/Error.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/Error.<init>((Ljava/lang/String;Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/Error.<init>((Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/Error.<init>((Ljava/lang/String;Ljava/lang/Throwable;ZZ)V)
disl: excluding method: java/lang/ThreadDeath.<init>(()V)
disl: excluding method: java/lang/Exception.<init>(()V)
disl: excluding method: java/lang/Exception.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/Exception.<init>((Ljava/lang/String;Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/Exception.<init>((Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/Exception.<init>((Ljava/lang/String;Ljava/lang/Throwable;ZZ)V)
disl: excluding method: java/lang/RuntimeException.<init>(()V)
disl: excluding method: java/lang/RuntimeException.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/RuntimeException.<init>((Ljava/lang/String;Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/RuntimeException.<init>((Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/RuntimeException.<init>((Ljava/lang/String;Ljava/lang/Throwable;ZZ)V)
disl: excluding method: java/lang/SecurityManager.hasAllPermission(()Z)
disl: excluding method: java/lang/SecurityManager.getInCheck(()Z)
disl: excluding method: java/lang/SecurityManager.<init>(()V)
disl: excluding method: java/lang/SecurityManager.currentClassLoader(()Ljava/lang/ClassLoader;)
disl: excluding method: java/lang/SecurityManager.currentLoadedClass(()Ljava/lang/Class;)
disl: excluding method: java/lang/SecurityManager.classLoaderDepth(()I)
disl: excluding method: java/lang/SecurityManager.inClass((Ljava/lang/String;)Z)
disl: excluding method: java/lang/SecurityManager.inClassLoader(()Z)
disl: excluding method: java/lang/SecurityManager.getSecurityContext(()Ljava/lang/Object;)
disl: excluding method: java/lang/SecurityManager.checkPermission((Ljava/security/Permission;)V)
disl: excluding method: java/lang/SecurityManager.checkPermission((Ljava/security/Permission;Ljava/lang/Object;)V)
disl: excluding method: java/lang/SecurityManager.checkCreateClassLoader(()V)
disl: excluding method: java/lang/SecurityManager.getRootGroup(()Ljava/lang/ThreadGroup;)
disl: excluding method: java/lang/SecurityManager.checkAccess((Ljava/lang/Thread;)V)
disl: excluding method: java/lang/SecurityManager.checkAccess((Ljava/lang/ThreadGroup;)V)
disl: excluding method: java/lang/SecurityManager.checkExit((I)V)
disl: excluding method: java/lang/SecurityManager.checkExec((Ljava/lang/String;)V)
disl: excluding method: java/lang/SecurityManager.checkLink((Ljava/lang/String;)V)
disl: excluding method: java/lang/SecurityManager.checkRead((Ljava/io/FileDescriptor;)V)
disl: excluding method: java/lang/SecurityManager.checkRead((Ljava/lang/String;)V)
disl: excluding method: java/lang/SecurityManager.checkRead((Ljava/lang/String;Ljava/lang/Object;)V)
disl: excluding method: java/lang/SecurityManager.checkWrite((Ljava/io/FileDescriptor;)V)
disl: excluding method: java/lang/SecurityManager.checkWrite((Ljava/lang/String;)V)
disl: excluding method: java/lang/SecurityManager.checkDelete((Ljava/lang/String;)V)
disl: excluding method: java/lang/SecurityManager.checkConnect((Ljava/lang/String;I)V)
disl: excluding method: java/lang/SecurityManager.checkConnect((Ljava/lang/String;ILjava/lang/Object;)V)
disl: excluding method: java/lang/SecurityManager.checkListen((I)V)
disl: excluding method: java/lang/SecurityManager.checkAccept((Ljava/lang/String;I)V)
disl: excluding method: java/lang/SecurityManager.checkMulticast((Ljava/net/InetAddress;)V)
disl: excluding method: java/lang/SecurityManager.checkMulticast((Ljava/net/InetAddress;B)V)
disl: excluding method: java/lang/SecurityManager.checkPropertiesAccess(()V)
disl: excluding method: java/lang/SecurityManager.checkPropertyAccess((Ljava/lang/String;)V)
disl: excluding method: java/lang/SecurityManager.checkTopLevelWindow((Ljava/lang/Object;)Z)
disl: excluding method: java/lang/SecurityManager.checkPrintJobAccess(()V)
disl: excluding method: java/lang/SecurityManager.checkSystemClipboardAccess(()V)
disl: excluding method: java/lang/SecurityManager.checkAwtEventQueueAccess(()V)
disl: excluding method: java/lang/SecurityManager.getPackages((Ljava/lang/String;)[Ljava/lang/String;)
disl: excluding method: java/lang/SecurityManager.checkPackageAccess((Ljava/lang/String;)V)
disl: excluding method: java/lang/SecurityManager.checkPackageDefinition((Ljava/lang/String;)V)
disl: excluding method: java/lang/SecurityManager.checkSetFactory(()V)
disl: excluding method: java/lang/SecurityManager.checkMemberAccess((Ljava/lang/Class;I)V)
disl: excluding method: java/lang/SecurityManager.checkSecurityAccess((Ljava/lang/String;)V)
disl: excluding method: java/lang/SecurityManager.getThreadGroup(()Ljava/lang/ThreadGroup;)
disl: excluding method: java/lang/SecurityManager.<clinit>(()V)
disl: excluding method: java/security/ProtectionDomain.<init>((Ljava/security/CodeSource;Ljava/security/PermissionCollection;)V)
disl: excluding method: java/security/ProtectionDomain.<init>((Ljava/security/CodeSource;Ljava/security/PermissionCollection;Ljava/lang/ClassLoader;[Ljava/security/Principal;)V)
disl: excluding method: java/security/ProtectionDomain.getCodeSource(()Ljava/security/CodeSource;)
disl: excluding method: java/security/ProtectionDomain.getClassLoader(()Ljava/lang/ClassLoader;)
disl: excluding method: java/security/ProtectionDomain.getPrincipals(()[Ljava/security/Principal;)
disl: excluding method: java/security/ProtectionDomain.getPermissions(()Ljava/security/PermissionCollection;)
disl: excluding method: java/security/ProtectionDomain.implies((Ljava/security/Permission;)Z)
disl: excluding method: java/security/ProtectionDomain.impliesCreateAccessControlContext(()Z)
disl: excluding method: java/security/ProtectionDomain.toString(()Ljava/lang/String;)
disl: excluding method: java/security/ProtectionDomain.seeAllp(()Z)
disl: excluding method: java/security/ProtectionDomain.mergePermissions(()Ljava/security/PermissionCollection;)
disl: excluding method: java/security/ProtectionDomain.<clinit>(()V)
disl: excluding method: java/security/AccessControlContext.getDebug(()Lsun/security/util/Debug;)
disl: excluding method: java/security/AccessControlContext.<init>(([Ljava/security/ProtectionDomain;)V)
disl: excluding method: java/security/AccessControlContext.<init>((Ljava/security/AccessControlContext;Ljava/security/DomainCombiner;)V)
disl: excluding method: java/security/AccessControlContext.<init>((Ljava/security/AccessControlContext;Ljava/security/DomainCombiner;Z)V)
disl: excluding method: java/security/AccessControlContext.<init>((Ljava/security/ProtectionDomain;Ljava/security/DomainCombiner;Ljava/security/AccessControlContext;Ljava/security/AccessControlContext;[Ljava/security/Permission;)V)
disl: excluding method: java/security/AccessControlContext.<init>(([Ljava/security/ProtectionDomain;Z)V)
disl: excluding method: java/security/AccessControlContext.<init>(([Ljava/security/ProtectionDomain;Ljava/security/AccessControlContext;)V)
disl: excluding method: java/security/AccessControlContext.getContext(()[Ljava/security/ProtectionDomain;)
disl: excluding method: java/security/AccessControlContext.isPrivileged(()Z)
disl: excluding method: java/security/AccessControlContext.getAssignedCombiner(()Ljava/security/DomainCombiner;)
disl: excluding method: java/security/AccessControlContext.getDomainCombiner(()Ljava/security/DomainCombiner;)
disl: excluding method: java/security/AccessControlContext.getCombiner(()Ljava/security/DomainCombiner;)
disl: excluding method: java/security/AccessControlContext.isAuthorized(()Z)
disl: excluding method: java/security/AccessControlContext.checkPermission((Ljava/security/Permission;)V)
disl: excluding method: java/security/AccessControlContext.checkPermission2((Ljava/security/Permission;)V)
disl: excluding method: java/security/AccessControlContext.optimize(()Ljava/security/AccessControlContext;)
disl: excluding method: java/security/AccessControlContext.combine(([Ljava/security/ProtectionDomain;[Ljava/security/ProtectionDomain;)[Ljava/security/ProtectionDomain;)
disl: excluding method: java/security/AccessControlContext.calculateFields((Ljava/security/AccessControlContext;Ljava/security/AccessControlContext;[Ljava/security/Permission;)V)
disl: excluding method: java/security/AccessControlContext.equals((Ljava/lang/Object;)Z)
disl: excluding method: java/security/AccessControlContext.equalContext((Ljava/security/AccessControlContext;)Z)
disl: excluding method: java/security/AccessControlContext.equalPDs(([Ljava/security/ProtectionDomain;[Ljava/security/ProtectionDomain;)Z)
disl: excluding method: java/security/AccessControlContext.equalLimitedContext((Ljava/security/AccessControlContext;)Z)
disl: excluding method: java/security/AccessControlContext.getNextPC((Ljava/security/AccessControlContext;)Ljava/security/AccessControlContext;)
disl: excluding method: java/security/AccessControlContext.containsAllPDs(([Ljava/security/ProtectionDomain;[Ljava/security/ProtectionDomain;)Z)
disl: excluding method: java/security/AccessControlContext.containsAllLimits((Ljava/security/AccessControlContext;)Z)
disl: excluding method: java/security/AccessControlContext.hashCode(()I)
disl: excluding method: java/security/AccessControlContext.<clinit>(()V)
disl: excluding method: java/security/SecureClassLoader.<init>((Ljava/lang/ClassLoader;)V)
disl: excluding method: java/security/SecureClassLoader.<init>(()V)
disl: excluding method: java/security/SecureClassLoader.defineClass((Ljava/lang/String;[BIILjava/security/CodeSource;)Ljava/lang/Class;)
disl: excluding method: java/security/SecureClassLoader.defineClass((Ljava/lang/String;Ljava/nio/ByteBuffer;Ljava/security/CodeSource;)Ljava/lang/Class;)
disl: excluding method: java/security/SecureClassLoader.getPermissions((Ljava/security/CodeSource;)Ljava/security/PermissionCollection;)
disl: excluding method: java/security/SecureClassLoader.getProtectionDomain((Ljava/security/CodeSource;)Ljava/security/ProtectionDomain;)
disl: excluding method: java/security/SecureClassLoader.check(()V)
disl: excluding method: java/security/SecureClassLoader.<clinit>(()V)
disl: excluding method: java/lang/ClassNotFoundException.<init>(()V)
disl: excluding method: java/lang/ClassNotFoundException.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/ClassNotFoundException.<init>((Ljava/lang/String;Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/ClassNotFoundException.getException(()Ljava/lang/Throwable;)
disl: excluding method: java/lang/ClassNotFoundException.getCause(()Ljava/lang/Throwable;)
disl: excluding method: java/lang/ReflectiveOperationException.<init>(()V)
disl: excluding method: java/lang/ReflectiveOperationException.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/ReflectiveOperationException.<init>((Ljava/lang/String;Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/ReflectiveOperationException.<init>((Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/NoClassDefFoundError.<init>(()V)
disl: excluding method: java/lang/NoClassDefFoundError.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/LinkageError.<init>(()V)
disl: excluding method: java/lang/LinkageError.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/LinkageError.<init>((Ljava/lang/String;Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/ClassCastException.<init>(()V)
disl: excluding method: java/lang/ClassCastException.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/ArrayStoreException.<init>(()V)
disl: excluding method: java/lang/ArrayStoreException.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/VirtualMachineError.<init>(()V)
disl: excluding method: java/lang/VirtualMachineError.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/VirtualMachineError.<init>((Ljava/lang/String;Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/VirtualMachineError.<init>((Ljava/lang/Throwable;)V)
disl: excluding method: java/lang/OutOfMemoryError.<init>(()V)
disl: excluding method: java/lang/OutOfMemoryError.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/StackOverflowError.<init>(()V)
disl: excluding method: java/lang/StackOverflowError.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/IllegalMonitorStateException.<init>(()V)
disl: excluding method: java/lang/IllegalMonitorStateException.<init>((Ljava/lang/String;)V)
disl: excluding method: java/lang/ref/Reference.get(()Ljava/lang/Object;)
disl: excluding method: java/lang/ref/Reference.clear(()V)
disl: excluding method: java/lang/ref/Reference.isEnqueued(()Z)
disl: excluding method: java/lang/ref/Reference.enqueue(()Z)
disl: excluding method: java/lang/ref/Reference.<init>((Ljava/lang/Object;)V)
disl: excluding method: java/lang/ref/Reference.<init>((Ljava/lang/Object;Ljava/lang/ref/ReferenceQueue;)V)
disl: excluding method: java/lang/ref/Reference.access$100(()Ljava/lang/ref/Reference$Lock;)
disl: excluding method: java/lang/ref/Reference.access$200(()Ljava/lang/ref/Reference;)
disl: excluding method: java/lang/ref/Reference.access$202((Ljava/lang/ref/Reference;)Ljava/lang/ref/Reference;)
disl: excluding method: java/lang/ref/Reference.access$300((Ljava/lang/ref/Reference;)Ljava/lang/ref/Reference;)
disl: excluding method: java/lang/ref/Reference.access$302((Ljava/lang/ref/Reference;Ljava/lang/ref/Reference;)Ljava/lang/ref/Reference;)
disl: excluding method: java/lang/ref/Reference.<clinit>(()V)
disl: excluding method: java/lang/ref/SoftReference.<init>((Ljava/lang/Object;)V)
disl: excluding method: java/lang/ref/SoftReference.<init>((Ljava/lang/Object;Ljava/lang/ref/ReferenceQueue;)V)
disl: excluding method: java/lang/ref/SoftReference.get(()Ljava/lang/Object;)
disl: excluding method: java/lang/ref/WeakReference.<init>((Ljava/lang/Object;)V)
disl: excluding method: java/lang/ref/WeakReference.<init>((Ljava/lang/Object;Ljava/lang/ref/ReferenceQueue;)V)
disl: excluding method: java/lang/ref/FinalReference.<init>((Ljava/lang/Object;Ljava/lang/ref/ReferenceQueue;)V)
disl: excluding method: java/lang/ref/PhantomReference.get(()Ljava/lang/Object;)
disl: excluding method: java/lang/ref/PhantomReference.<init>((Ljava/lang/Object;Ljava/lang/ref/ReferenceQueue;)V)
disl: excluding method: sun/misc/Cleaner.add((Lsun/misc/Cleaner;)Lsun/misc/Cleaner;)
disl: excluding method: sun/misc/Cleaner.remove((Lsun/misc/Cleaner;)Z)
disl: excluding method: sun/misc/Cleaner.<init>((Ljava/lang/Object;Ljava/lang/Runnable;)V)
disl: excluding method: sun/misc/Cleaner.create((Ljava/lang/Object;Ljava/lang/Runnable;)Lsun/misc/Cleaner;)
disl: excluding method: sun/misc/Cleaner.clean(()V)
disl: excluding method: sun/misc/Cleaner.<clinit>(()V)
disl: excluding method: java/lang/ref/Finalizer.hasBeenFinalized(()Z)
disl: excluding method: java/lang/ref/Finalizer.add(()V)
disl: excluding method: java/lang/ref/Finalizer.remove(()V)
disl: excluding method: java/lang/ref/Finalizer.<init>((Ljava/lang/Object;)V)
disl: excluding method: java/lang/ref/Finalizer.register((Ljava/lang/Object;)V)
disl: excluding method: java/lang/ref/Finalizer.runFinalizer((Lsun/misc/JavaLangAccess;)V)
disl: excluding method: java/lang/ref/Finalizer.forkSecondaryFinalizer((Ljava/lang/Runnable;)V)
disl: excluding method: java/lang/ref/Finalizer.runFinalization(()V)
disl: excluding method: java/lang/ref/Finalizer.runAllFinalizers(()V)
disl: excluding method: java/lang/ref/Finalizer.access$000(()Ljava/lang/ref/ReferenceQueue;)
disl: excluding method: java/lang/ref/Finalizer.access$100((Ljava/lang/ref/Finalizer;Lsun/misc/JavaLangAccess;)V)
disl: excluding method: java/lang/ref/Finalizer.access$200(()Ljava/lang/Object;)
disl: excluding method: java/lang/ref/Finalizer.access$300(()Ljava/lang/ref/Finalizer;)
disl: excluding method: java/lang/ref/Finalizer.access$302((Ljava/lang/ref/Finalizer;)Ljava/lang/ref/Finalizer;)
disl: excluding method: java/lang/ref/Finalizer.access$400((Ljava/lang/ref/Finalizer;)Ljava/lang/ref/Finalizer;)
